UKBB data field	ICD10	PheCode	Lookup text	Curated reported trait	main ontology URI(s)	main ontology label(s)	Publication	User submitted trait	qc_status	qc_resolution_modes	qc_label_match_modes	qc_unresolved_ids	final_update_applied	final_update_reason
5	-	-	Sample collection duration	Sample collection duration (UKB data field 5)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
6	-	-	Conclusion duration	Conclusion duration (UKB data field 6)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
19	-	-	Heel ultrasound method	Heel ultrasound method (UKB data field 19)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
21	-	-	Weight method	Weight method (UKB data field 21)	EFO_0004302	anthropometric measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
23	-	-	Spirometry method	Spirometry method (UKB data field 23)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
31	-	-	Sex	Sex (UKB data field 31)	PATO_0001894	phenotypic sex	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_ontology_exact	ukb_field_supplement_field_title_ontology_exact		yes	ukb_field_supplement_cache_generated
33	-	-	Date of birth	Date of birth (UKB data field 33)	EFO_0004950	date of birth	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_ontology_exact	ukb_field_supplement_field_title_ontology_exact		yes	ukb_field_supplement_cache_generated
34	-	-	Year of birth	Year of birth (UKB data field 34)	EFO_0009711	Townsend deprivation index	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
35	-	-	Was blood sampling attempted	Was blood sampling attempted (UKB data field 35)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
36	-	-	Blood pressure device ID	Blood pressure device ID (UKB data field 36)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
37	-	-	Blood pressure manual sphygmomanometer device ID	Blood pressure manual sphygmomanometer device ID (UKB data field 37)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
38	-	-	Hand grip dynamometer device ID	Hand grip dynamometer device ID (UKB data field 38)	EFO_0006941	grip strength measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
39	-	-	Height measure device ID	Height measure device ID (UKB data field 39)	EFO_0004302	anthropometric measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
40	-	-	Manual scales device ID	Manual scales device ID (UKB data field 40)	EFO_0004302	anthropometric measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
41	-	-	Seating box device ID	Seating box device ID (UKB data field 41)	EFO_0004302	anthropometric measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
42	-	-	Spirometer device ID	Spirometer device ID (UKB data field 42)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
43	-	-	Impedance device ID	Impedance device ID (UKB data field 43)	EFO_0004302	anthropometric measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
44	-	-	Tape measure device ID	Tape measure device ID (UKB data field 44)	EFO_0004302	anthropometric measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
45	-	-	Heel ultrasound device id	Heel ultrasound device id (UKB data field 45)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
52	-	-	Month of birth	Month of birth (UKB data field 52)	EFO_0009711	Townsend deprivation index	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
53	-	-	Date of attending assessment centre	Date of attending assessment centre (UKB data field 53)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
54	-	-	UK Biobank assessment centre	UK Biobank assessment centre (UKB data field 54)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
55	-	-	Month of attending assessment centre	Month of attending assessment centre (UKB data field 55)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
62	-	-	Willing to attempt cognitive tests	Willing to attempt cognitive tests (UKB data field 62)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
68	-	-	Number of blood samples taken	Number of blood samples taken (UKB data field 68)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
74	-	-	Fasting time	Fasting time (UKB data field 74)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
77	-	-	Heel bone ultrasound T-score, manual entry	Heel bone ultrasound T-score, manual entry (UKB data field 77)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
84	-	-	Cancer year/age first occurred	Cancer year/age first occurred (UKB data field 84)	EFO_0000408	disease	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_disease	ukb_field_supplement_generic_disease		yes	ukb_field_supplement_cache_generated
92	-	-	Operation year/age first occurred	Operation year/age first occurred (UKB data field 92)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
93	-	-	Systolic blood pressure, manual reading	Systolic blood pressure, manual reading (UKB data field 93)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
94	-	-	Diastolic blood pressure, manual reading	Diastolic blood pressure, manual reading (UKB data field 94)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
95	-	-	Pulse rate (during blood-pressure measurement)	Pulse rate (during blood-pressure measurement) (UKB data field 95)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
111	-	-	Aide-memoire completed	Aide-memoire completed (UKB data field 111)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
115	-	-	Father's month of birth	Father's month of birth (UKB data field 115)	EFO_0004344	birth weight	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
117	-	-	Mother's month of birth	Mother's month of birth (UKB data field 117)	EFO_0004344	birth weight	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
118	-	-	Mother's day of birth	Mother's day of birth (UKB data field 118)	EFO_0004344	birth weight	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
120	-	-	Birth weight known	Birth weight known (UKB data field 120)	EFO_0004344	birth weight	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
129	-	-	Place of birth in UK - north co-ordinate	Place of birth in UK - north co-ordinate (UKB data field 129)	EFO_0004344	birth weight	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
130	-	-	Place of birth in UK - east co-ordinate	Place of birth in UK - east co-ordinate (UKB data field 130)	EFO_0004344	birth weight	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
134	-	-	Number of self-reported cancers	Number of self-reported cancers (UKB data field 134)	EFO_0000408	disease	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_disease	ukb_field_supplement_generic_disease		yes	ukb_field_supplement_cache_generated
136	-	-	Number of operations, self-reported	Number of operations, self-reported (UKB data field 136)	EFO_0009802	number of operations, self-reported	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_ontology_exact	ukb_field_supplement_field_title_ontology_exact		yes	ukb_field_supplement_cache_generated
137	-	-	Number of treatments/medications taken	Number of treatments/medications taken (UKB data field 137)	EFO_0007010	drug use measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
146	-	-	Father's day of birth	Father's day of birth (UKB data field 146)	EFO_0004344	birth weight	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
190	-	-	Reason lost to follow-up	Reason lost to follow-up (UKB data field 190)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
191	-	-	Date lost to follow-up	Date lost to follow-up (UKB data field 191)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
200	-	-	Date of consenting to join UK Biobank	Date of consenting to join UK Biobank (UKB data field 200)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
393	-	-	Program (tactus) version ID (compiler timestamp)	Program (tactus) version ID (compiler timestamp) (UKB data field 393)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
396	-	-	Number of columns displayed in round	Number of columns displayed in round (UKB data field 396)	EFO_0008354	cognitive function measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
397	-	-	Number of rows displayed in round	Number of rows displayed in round (UKB data field 397)	EFO_0008354	cognitive function measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
398	-	-	Number of correct matches in round	Number of correct matches in round (UKB data field 398)	EFO_0008354	cognitive function measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
401	-	-	Index for card A in round	Index for card A in round (UKB data field 401)	EFO_0008354	cognitive function measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
402	-	-	Index for card B in round	Index for card B in round (UKB data field 402)	EFO_0008354	cognitive function measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
403	-	-	Number of times snap-button pressed	Number of times snap-button pressed (UKB data field 403)	EFO_0008354	cognitive function measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
670	-	-	Type of accommodation lived in	Type of accommodation lived in (UKB data field 670)	EFO_0000469	environmental factor	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_cache_exact	ukb_field_supplement_field_title_cache_exact		yes	ukb_field_supplement_cache_generated
680	-	-	Own or rent accommodation lived in	Own or rent accommodation lived in (UKB data field 680)	EFO_0009695	household income	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
699	-	-	Length of time at current address	Length of time at current address (UKB data field 699)	EFO_0009695	household income	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
709	-	-	Number in household	Number in household (UKB data field 709)	EFO_0009695	household income	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
728	-	-	Number of vehicles in household	Number of vehicles in household (UKB data field 728)	EFO_0009695	household income	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
757	-	-	Time employed in main current job	Time employed in main current job (UKB data field 757)	EFO_0005241	employment status	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
767	-	-	Length of working week for main job	Length of working week for main job (UKB data field 767)	EFO_0005241	employment status	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
777	-	-	Frequency of travelling from home to job workplace	Frequency of travelling from home to job workplace (UKB data field 777)	EFO_0005241	employment status	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
796	-	-	Distance between home and job workplace	Distance between home and job workplace (UKB data field 796)	EFO_0005241	employment status	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
806	-	-	Job involves mainly walking or standing	Job involves mainly walking or standing (UKB data field 806)	EFO_0005241	employment status	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
816	-	-	Job involves heavy manual or physical work	Job involves heavy manual or physical work (UKB data field 816)	EFO_0005241	employment status	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
826	-	-	Job involves shift work	Job involves shift work (UKB data field 826)	EFO_0005241	employment status	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
845	-	-	Age completed full time education	Age completed full time education (UKB data field 845)	EFO_0011015	educational attainment	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
864	-	-	Number of days/week walked 10+ minutes	Number of days/week walked 10+ minutes (UKB data field 864)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
884	-	-	Number of days/week of moderate physical activity 10+ minutes	Number of days/week of moderate physical activity 10+ minutes (UKB data field 884)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
991	-	-	Frequency of strenuous sports in last 4 weeks	Frequency of strenuous sports in last 4 weeks (UKB data field 991)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1001	-	-	Duration of strenuous sports	Duration of strenuous sports (UKB data field 1001)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1011	-	-	Frequency of light DIY in last 4 weeks	Frequency of light DIY in last 4 weeks (UKB data field 1011)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1021	-	-	Duration of light DIY	Duration of light DIY (UKB data field 1021)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1031	-	-	Frequency of friend/family visits	Frequency of friend/family visits (UKB data field 1031)	EFO_0009592	social interaction measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1060	-	-	Time spent outdoors in winter	Time spent outdoors in winter (UKB data field 1060)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
1070	-	-	Time spent watching television (TV)	Time spent watching television (TV) (UKB data field 1070)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1080	-	-	Time spent using computer	Time spent using computer (UKB data field 1080)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1090	-	-	Time spent driving	Time spent driving (UKB data field 1090)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1100	-	-	Drive faster than motorway speed limit	Drive faster than motorway speed limit (UKB data field 1100)	EFO_0008002	physical activity measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_cache_unique	ukb_field_supplement_category_cache_unique		yes	ukb_field_supplement_cache_generated
1110	-	-	Length of mobile phone use	Length of mobile phone use (UKB data field 1110)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
1120	-	-	Weekly usage of mobile phone in last 3 months	Weekly usage of mobile phone in last 3 months (UKB data field 1120)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
1130	-	-	Hands-free device/speakerphone use with mobile phone in last 3 month	Hands-free device/speakerphone use with mobile phone in last 3 month (UKB data field 1130)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
1140	-	-	Difference in mobile phone use compared to two years previously	Difference in mobile phone use compared to two years previously (UKB data field 1140)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
1150	-	-	Usual side of head for mobile phone use	Usual side of head for mobile phone use (UKB data field 1150)	EFO_0003889	functional laterality	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_cache_exact	ukb_field_supplement_field_title_cache_exact		yes	ukb_field_supplement_cache_generated
1190	-	-	Nap during day	Nap during day (UKB data field 1190)	EFO_0009818	nap during day, self-reported	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_ontology_fuzzy	ukb_field_supplement_field_title_ontology_fuzzy		yes	ukb_field_supplement_cache_generated
1259	-	-	Smoking/smokers in household	Smoking/smokers in household (UKB data field 1259)	EFO_0003768	nicotine dependence	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1269	-	-	Exposure to tobacco smoke at home	Exposure to tobacco smoke at home (UKB data field 1269)	EFO_0003768	nicotine dependence	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1279	-	-	Exposure to tobacco smoke outside home	Exposure to tobacco smoke outside home (UKB data field 1279)	EFO_0003768	nicotine dependence	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1289	-	-	Cooked vegetable intake	Cooked vegetable intake (UKB data field 1289)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1299	-	-	Salad / raw vegetable intake	Salad / raw vegetable intake (UKB data field 1299)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1309	-	-	Fresh fruit intake	Fresh fruit intake (UKB data field 1309)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1319	-	-	Dried fruit intake	Dried fruit intake (UKB data field 1319)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1329	-	-	Oily fish intake	Oily fish intake (UKB data field 1329)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1339	-	-	Non-oily fish intake	Non-oily fish intake (UKB data field 1339)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1349	-	-	Processed meat intake	Processed meat intake (UKB data field 1349)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1359	-	-	Poultry intake	Poultry intake (UKB data field 1359)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1369	-	-	Beef intake	Beef intake (UKB data field 1369)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1379	-	-	Lamb/mutton intake	Lamb/mutton intake (UKB data field 1379)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1389	-	-	Pork intake	Pork intake (UKB data field 1389)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1408	-	-	Cheese intake	Cheese intake (UKB data field 1408)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1418	-	-	Milk type used	Milk type used (UKB data field 1418)	EFO_0008111	diet measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_cache_exact	ukb_field_supplement_field_title_cache_exact		yes	ukb_field_supplement_cache_generated
1428	-	-	Spread type	Spread type (UKB data field 1428)	EFO_0008111	diet measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_cache_exact	ukb_field_supplement_field_title_cache_exact		yes	ukb_field_supplement_cache_generated
1438	-	-	Bread intake	Bread intake (UKB data field 1438)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1448	-	-	Bread type	Bread type (UKB data field 1448)	EFO_0008111	diet measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_cache_exact	ukb_field_supplement_field_title_cache_exact		yes	ukb_field_supplement_cache_generated
1458	-	-	Cereal intake	Cereal intake (UKB data field 1458)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1468	-	-	Cereal type	Cereal type (UKB data field 1468)	EFO_0008111	diet measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_cache_exact	ukb_field_supplement_field_title_cache_exact		yes	ukb_field_supplement_cache_generated
1478	-	-	Salt added to food	Salt added to food (UKB data field 1478)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1498	-	-	Coffee intake	Coffee intake (UKB data field 1498)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1518	-	-	Hot drink temperature	Hot drink temperature (UKB data field 1518)	EFO_0002755	diet	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_category_ontology_exact	ukb_field_supplement_category_ontology_exact		yes	ukb_field_supplement_cache_generated
1538	-	-	Major dietary changes in the last 5 years	Major dietary changes in the last 5 years (UKB data field 1538)	EFO_0008111	diet measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_field_title_cache_exact	ukb_field_supplement_field_title_cache_exact		yes	ukb_field_supplement_cache_generated
1568	-	-	Average weekly red wine intake	Average weekly red wine intake (UKB data field 1568)	EFO_0001444	measurement	UKBFieldSupplement_v1	-	review_required	ukb_field_supplement_generic_measurement	ukb_field_supplement_generic_measurement		yes	ukb_field_supplement_cache_generated
