UKBB data field	ICD10	PheCode	Lookup text	Curated reported trait	main ontology URI(s)	main ontology label(s)	Publication	User submitted trait	qc_status	qc_resolution_modes	qc_label_match_modes	qc_unresolved_ids	final_update_applied	final_update_reason
-	A01.0	-	ICD10 A01.0 typhoid fever	ICD10 A01.0: typhoid fever	EFO_0006789	typhoid fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A03	-	ICD10 A03 shigellosis	ICD10 A03: shigellosis	EFO_0005585	shigellosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A06	-	ICD10 A06 amebiasis	ICD10 A06: amebiasis	EFO_0007144	amebiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A07.0	-	ICD10 A07.0 balantidiasis	ICD10 A07.0: balantidiasis	EFO_0007163	balantidiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A07.1	-	ICD10 A07.1 giardiasis	ICD10 A07.1: giardiasis	MONDO_0001103	giardiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A07.2	-	ICD10 A07.2 cryptosporidiosis	ICD10 A07.2: cryptosporidiosis	MONDO_0015474	cryptosporidiosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A07.3	-	ICD10 A07.3 cyclosporiasis	ICD10 A07.3: cyclosporiasis	EFO_0007230	cyclosporiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A07.4	-	ICD10 A07.4 cyclosporiasis	ICD10 A07.4: cyclosporiasis	EFO_0007230	cyclosporiasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A15.6	-	ICD10 A15.6 pleural tuberculosis	ICD10 A15.6: pleural tuberculosis	EFO_0007446	pleural tuberculosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A17	-	ICD10 A17 central nervous system tuberculosis	ICD10 A17: central nervous system tuberculosis	EFO_0007199	central nervous system tuberculosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A17.0	-	ICD10 A17.0 meningeal tuberculosis	ICD10 A17.0: meningeal tuberculosis	EFO_1000039	meningeal tuberculosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A18.12	-	ICD10 A18.12 urinary bladder tuberculosis	ICD10 A18.12: urinary bladder tuberculosis	MONDO_0004272	urinary bladder tuberculosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A18.2	-	ICD10 A18.2 lymph node tuberculosis	ICD10 A18.2: lymph node tuberculosis	EFO_0007350	lymph node tuberculosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A18.31	-	ICD10 A18.31 tuberculous peritonitis	ICD10 A18.31: tuberculous peritonitis	EFO_0007529	tuberculous peritonitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A18.32	-	ICD10 A18.32 intestinal tuberculosis	ICD10 A18.32: intestinal tuberculosis	MONDO_0001678	intestinal tuberculosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A19	-	ICD10 A19 miliary tuberculosis	ICD10 A19: miliary tuberculosis	EFO_0007368	miliary tuberculosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A20	-	ICD10 A20 Yersinia pestis infectious disease	ICD10 A20: Yersinia pestis infectious disease	EFO_0009425	Yersinia pestis infectious disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A20.0	-	ICD10 A20.0 bubonic plague	ICD10 A20.0: bubonic plague	MONDO_0001112	bubonic plague	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A20.2	-	ICD10 A20.2 pneumonic plague	ICD10 A20.2: pneumonic plague	MONDO_0001024	pneumonic plague	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A20.7	-	ICD10 A20.7 septicemic plague	ICD10 A20.7: septicemic plague	EFO_0007481	septicemic plague	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A21	-	ICD10 A21 Tularemia	ICD10 A21: Tularemia	EFO_1001444	Tularemia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A22	-	ICD10 A22 anthrax infection	ICD10 A22: anthrax infection	EFO_0000778	anthrax infection	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A22.0	-	ICD10 A22.0 cutaneous anthrax	ICD10 A22.0: cutaneous anthrax	MONDO_0004215	cutaneous anthrax	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A22.2	-	ICD10 A22.2 gastrointestinal anthrax	ICD10 A22.2: gastrointestinal anthrax	MONDO_0001701	gastrointestinal anthrax	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A23	-	ICD10 A23 brucellosis	ICD10 A23: brucellosis	EFO_0007185	brucellosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A24.0	-	ICD10 A24.0 glanders	ICD10 A24.0: glanders	EFO_0007286	glanders	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A26	-	ICD10 A26 Erysipelothrix rhusiopathiae infectious disease	ICD10 A26: Erysipelothrix rhusiopathiae infectious disease	EFO_1000928	Erysipelothrix rhusiopathiae infectious disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A27	-	ICD10 A27 leptospirosis	ICD10 A27: leptospirosis	EFO_0007344	leptospirosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A27.0	-	ICD10 A27.0 Weil's disease	ICD10 A27.0: Weil's disease	MONDO_0043004	Weil's disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A28.0	-	ICD10 A28.0 pasteurellosis	ICD10 A28.0: pasteurellosis	EFO_0007424	pasteurellosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A28.1	-	ICD10 A28.1 cat-scratch disease	ICD10 A28.1: cat-scratch disease	EFO_0007195	cat-scratch disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A30.1	-	ICD10 A30.1 tuberculoid leprosy	ICD10 A30.1: tuberculoid leprosy	EFO_0001056	tuberculoid leprosy	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A30.3	-	ICD10 A30.3 borderline leprosy	ICD10 A30.3: borderline leprosy	EFO_0001055	borderline leprosy	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A30.5	-	ICD10 A30.5 lepromatous leprosy	ICD10 A30.5: lepromatous leprosy	EFO_0001057	lepromatous leprosy	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A32	-	ICD10 A32 listeriosis	ICD10 A32: listeriosis	EFO_0007347	listeriosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A36	-	ICD10 A36 diphtheria	ICD10 A36: diphtheria	EFO_0005549	diphtheria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A36.1	-	ICD10 A36.1 nasopharyngeal diphtheria	ICD10 A36.1: nasopharyngeal diphtheria	MONDO_0020866	nasopharyngeal diphtheria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A36.2	-	ICD10 A36.2 laryngeal diphtheria	ICD10 A36.2: laryngeal diphtheria	MONDO_0020863	laryngeal diphtheria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A36.3	-	ICD10 A36.3 diphtheria	ICD10 A36.3: diphtheria	EFO_0005549	diphtheria	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A37.1	-	ICD10 A37.1 whooping cough	ICD10 A37.1: whooping cough	EFO_0000650	whooping cough	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A39	-	ICD10 A39 meningococcal infection	ICD10 A39: meningococcal infection	EFO_0004249	meningococcal infection	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A39.0	-	ICD10 A39.0 meningococcal meningitis	ICD10 A39.0: meningococcal meningitis	EFO_1001040	meningococcal meningitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A39.1	-	ICD10 A39.1 Waterhouse-Friderichsen syndrome	ICD10 A39.1: Waterhouse-Friderichsen syndrome	EFO_0007544	Waterhouse-Friderichsen syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A42.2	-	ICD10 A42.2 cervicofacial actinomycosis	ICD10 A42.2: cervicofacial actinomycosis	EFO_0007203	cervicofacial actinomycosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A43	-	ICD10 A43 nocardiosis	ICD10 A43: nocardiosis	EFO_0007397	nocardiosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A44	-	ICD10 A44 bartonellosis	ICD10 A44: bartonellosis	EFO_0007166	bartonellosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A48.0	-	ICD10 A48.0 gas gangrene	ICD10 A48.0: gas gangrene	EFO_0007279	gas gangrene	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A48.1	-	ICD10 A48.1 Legionnaires' disease	ICD10 A48.1: Legionnaires' disease	EFO_0007343	Legionnaires' disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A48.51	-	ICD10 A48.51 infant botulism	ICD10 A48.51: infant botulism	MONDO_0015804	infant botulism	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A50.06	-	ICD10 A50.06 cutaneous syphilis	ICD10 A50.06: cutaneous syphilis	EFO_1000887	cutaneous syphilis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A51	-	ICD10 A51 syphilis	ICD10 A51: syphilis	EFO_0007504	syphilis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A52	-	ICD10 A52 tertiary syphilis	ICD10 A52: tertiary syphilis	MONDO_0004497	tertiary syphilis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A52.02	-	ICD10 A52.02 syphilitic aortitis	ICD10 A52.02: syphilitic aortitis	EFO_1001206	syphilitic aortitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A52.11	-	ICD10 A52.11 tabes dorsalis	ICD10 A52.11: tabes dorsalis	EFO_0007505	tabes dorsalis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A52.3	-	ICD10 A52.3 neurosyphilis	ICD10 A52.3: neurosyphilis	MONDO_0004944	neurosyphilis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A53	-	ICD10 A53 syphilis	ICD10 A53: syphilis	EFO_0007504	syphilis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A54.22	-	ICD10 A54.22 gonococcal prostatitis	ICD10 A54.22: gonococcal prostatitis	MONDO_0021161	gonococcal prostatitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A54.31	-	ICD10 A54.31 gonococcal conjunctivitis	ICD10 A54.31: gonococcal conjunctivitis	MONDO_0015455	gonococcal conjunctivitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A54.32	-	ICD10 A54.32 gonococcal iridocyclitis	ICD10 A54.32: gonococcal iridocyclitis	MONDO_0004774	gonococcal iridocyclitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A54.33	-	ICD10 A54.33 gonococcal keratitis	ICD10 A54.33: gonococcal keratitis	MONDO_0004852	gonococcal keratitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A55	-	ICD10 A55 lymphogranuloma venereum	ICD10 A55: lymphogranuloma venereum	EFO_0007353	lymphogranuloma venereum	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A58	-	ICD10 A58 granuloma inguinale	ICD10 A58: granuloma inguinale	EFO_0007291	granuloma inguinale	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A59	-	ICD10 A59 trichomoniasis	ICD10 A59: trichomoniasis	MONDO_0002154	trichomoniasis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A59.0	-	ICD10 A59.0 Trichomonas vaginitis	ICD10 A59.0: Trichomonas vaginitis	EFO_0007521	Trichomonas vaginitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A59.01	-	ICD10 A59.01 trichomonal vulvovaginitis	ICD10 A59.01: trichomonal vulvovaginitis	MONDO_0030720	trichomonal vulvovaginitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A59.02	-	ICD10 A59.02 Trichomonas prostatitis	ICD10 A59.02: Trichomonas prostatitis	MONDO_0030705	Trichomonas prostatitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A66	-	ICD10 A66 yaws	ICD10 A66: yaws	EFO_0007548	yaws	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A67	-	ICD10 A67 Pinta	ICD10 A67: Pinta	EFO_1001396	Pinta	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A68	-	ICD10 A68 relapsing fever	ICD10 A68: relapsing fever	MONDO_0019633	relapsing fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A68.0	-	ICD10 A68.0 louse-borne relapsing fever	ICD10 A68.0: louse-borne relapsing fever	MONDO_0001620	louse-borne relapsing fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A68.1	-	ICD10 A68.1 tick-borne relapsing fever	ICD10 A68.1: tick-borne relapsing fever	MONDO_0001621	tick-borne relapsing fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A69.0	-	ICD10 A69.0 noma	ICD10 A69.0: noma	EFO_1001063	noma	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A69.2	-	ICD10 A69.2 Lyme disease	ICD10 A69.2: Lyme disease	EFO_0008510	Lyme disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A69.22	-	ICD10 A69.22 polyneuropathy	ICD10 A69.22: polyneuropathy	EFO_0009562	polyneuropathy	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A70	-	ICD10 A70 ornithosis	ICD10 A70: ornithosis	EFO_0007410	ornithosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A74.0	-	ICD10 A74.0 inclusion conjunctivitis	ICD10 A74.0: inclusion conjunctivitis	EFO_0007324	inclusion conjunctivitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A75	-	ICD10 A75 typhus	ICD10 A75: typhus	EFO_0009117	typhus	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A75.0	-	ICD10 A75.0 typhus	ICD10 A75.0: typhus	EFO_0009117	typhus	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A75.1	-	ICD10 A75.1 Brill-Zinsser disease	ICD10 A75.1: Brill-Zinsser disease	EFO_0007182	Brill-Zinsser disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A75.2	-	ICD10 A75.2 typhus	ICD10 A75.2: typhus	EFO_0009117	typhus	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A75.3	-	ICD10 A75.3 scrub typhus	ICD10 A75.3: scrub typhus	EFO_0007480	scrub typhus	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A75.9	-	ICD10 A75.9 typhus	ICD10 A75.9: typhus	EFO_0009117	typhus	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A77	-	ICD10 A77 spotted fever	ICD10 A77: spotted fever	EFO_1002047	spotted fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A77.4	-	ICD10 A77.4 human granulocytic anaplasmosis	ICD10 A77.4: human granulocytic anaplasmosis	MONDO_0016003	human granulocytic anaplasmosis	ICD10Supplement_v1	-	review_required	icd10_supplement_mondo_sssom	icd10_supplement_mondo_sssom		yes	icd10_supplement_cache_generated
-	A78	-	ICD10 A78 Q fever	ICD10 A78: Q fever	EFO_0005224	Q fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A79	-	ICD10 A79 rickettsiosis	ICD10 A79: rickettsiosis	EFO_1001162	rickettsiosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A79.0	-	ICD10 A79.0 trench fever	ICD10 A79.0: trench fever	EFO_0007519	trench fever	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A79.82	-	ICD10 A79.82 human granulocytic anaplasmosis	ICD10 A79.82: human granulocytic anaplasmosis	EFO_0000777	human granulocytic anaplasmosis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A81	-	ICD10 A81 central nervous system infection	ICD10 A81: central nervous system infection	EFO_1001456	central nervous system infection	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A81.01	-	ICD10 A81.01 variant Creutzfeldt-Jakob disease	ICD10 A81.01: variant Creutzfeldt-Jakob disease	EFO_1001233	variant Creutzfeldt-Jakob disease	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A81.1	-	ICD10 A81.1 subacute sclerosing panencephalitis	ICD10 A81.1: subacute sclerosing panencephalitis	EFO_0007502	subacute sclerosing panencephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A81.2	-	ICD10 A81.2 progressive multifocal leukoencephalopathy	ICD10 A81.2: progressive multifocal leukoencephalopathy	EFO_0007455	progressive multifocal leukoencephalopathy	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A81.81	-	ICD10 A81.81 kuru	ICD10 A81.81: kuru	EFO_1001008	kuru	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A81.82	-	ICD10 A81.82 Gerstmann-Straussler-Scheinker syndrome	ICD10 A81.82: Gerstmann-Straussler-Scheinker syndrome	MONDO_0007656	Gerstmann-Straussler-Scheinker syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A81.83	-	ICD10 A81.83 fatal familial insomnia	ICD10 A81.83: fatal familial insomnia	MONDO_0010808	fatal familial insomnia	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A83	-	ICD10 A83 viral encephalitis	ICD10 A83: viral encephalitis	EFO_0007538	viral encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A83.0	-	ICD10 A83.0 Japanese encephalitis	ICD10 A83.0: Japanese encephalitis	EFO_0007332	Japanese encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A83.1	-	ICD10 A83.1 Western equine encephalitis	ICD10 A83.1: Western equine encephalitis	EFO_0007546	Western equine encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A83.2	-	ICD10 A83.2 Eastern equine encephalitis	ICD10 A83.2: Eastern equine encephalitis	EFO_0007242	Eastern equine encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A83.3	-	ICD10 A83.3 St. Louis encephalitis	ICD10 A83.3: St. Louis encephalitis	EFO_0007495	St. Louis encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A84	-	ICD10 A84 viral encephalitis	ICD10 A84: viral encephalitis	EFO_0007538	viral encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A84.9	-	ICD10 A84.9 Encephalitis, Tick-Borne	ICD10 A84.9: Encephalitis, Tick-Borne	EFO_1001309	Encephalitis, Tick-Borne	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A85	-	ICD10 A85 encephalitis	ICD10 A85: encephalitis	MONDO_0005108	encephalitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A88.1	-	ICD10 A88.1 viral labyrinthitis	ICD10 A88.1: viral labyrinthitis	MONDO_0001507	viral labyrinthitis	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
-	A89	-	ICD10 A89 central nervous system infection	ICD10 A89: central nervous system infection	EFO_1001456	central nervous system infection	ICD10Supplement_v1	-	review_required	icd10_supplement_efo_obo_xref	icd10_supplement_efo_obo_xref		yes	icd10_supplement_cache_generated
