UKBB data field	ICD10	PheCode	Lookup text	Curated reported trait	main ontology URI(s)	main ontology label(s)	Publication	User submitted trait	qc_status	qc_resolution_modes	qc_label_match_modes	qc_unresolved_ids	final_update_applied	final_update_reason
-	L72.3	-	ICD10 L72.3 Epidermal Inclusion Cyst	ICD10 L72.3: Epidermal Inclusion Cyst	EFO_1000243	Epidermal Inclusion Cyst	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	L81.1	-	ICD10 L81.1 freckles	ICD10 L81.1: freckles	EFO_0003963	freckles	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	L81.2	-	ICD10 L81.2 freckles	ICD10 L81.2: freckles	EFO_0003963	freckles	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	L85.1	-	ICD10 L85.1 keratosis	ICD10 L85.1: keratosis	MONDO_0006566	keratosis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M02.1	-	ICD10 M02.1 reactive arthritis	ICD10 M02.1: reactive arthritis	MONDO_0017376	reactive arthritis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M02.3	-	ICD10 M02.3 reactive arthritis	ICD10 M02.3: reactive arthritis	MONDO_0017376	reactive arthritis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M24.2	-	ICD10 M24.2 ligament disorder	ICD10 M24.2: ligament disorder	MONDO_0045044	ligament disorder	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M25.7	-	ICD10 M25.7 exostosis	ICD10 M25.7: exostosis	MONDO_0002181	exostosis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M34.0	-	ICD10 M34.0 systemic sclerosis	ICD10 M34.0: systemic sclerosis	MONDO_0005100	systemic sclerosis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M42.0	-	ICD10 M42.0 Scheuermann disease	ICD10 M42.0: Scheuermann disease	MONDO_0008410	Scheuermann disease	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M62.82	-	ICD10 M62.82 rhabdomyolysis	ICD10 M62.82: rhabdomyolysis	EFO_0003867	rhabdomyolysis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M62.84	-	ICD10 M62.84 sarcopenia	ICD10 M62.84: sarcopenia	EFO_1000653	sarcopenia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M65.3	-	ICD10 M65.3 stenosing tenosynovitis	ICD10 M65.3: stenosing tenosynovitis	EFO_0010822	stenosing tenosynovitis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M67.4	-	ICD10 M67.4 ganglion	ICD10 M67.4: ganglion	EFO_0000899	ganglion	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M77.0	-	ICD10 M77.0 epicondylitis	ICD10 M77.0: epicondylitis	MONDO_0001875	epicondylitis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M91.2	-	ICD10 M91.2 Legg-Calve-Perthes disease	ICD10 M91.2: Legg-Calve-Perthes disease	MONDO_0007885	Legg-Calve-Perthes disease	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	M91.3	-	ICD10 M91.3 Legg-Calve-Perthes disease	ICD10 M91.3: Legg-Calve-Perthes disease	MONDO_0007885	Legg-Calve-Perthes disease	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	N18.6	-	ICD10 N18.6 stage 5 chronic kidney disease	ICD10 N18.6: stage 5 chronic kidney disease	EFO_0009909	stage 5 chronic kidney disease	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	N70.0	-	ICD10 N70.0 acute salpingo-oophoritis	ICD10 N70.0: acute salpingo-oophoritis	MONDO_0001171	acute salpingo-oophoritis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	N70.03	-	ICD10 N70.03 acute salpingo-oophoritis	ICD10 N70.03: acute salpingo-oophoritis	MONDO_0001171	acute salpingo-oophoritis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	N70.1	-	ICD10 N70.1 chronic salpingo-oophoritis	ICD10 N70.1: chronic salpingo-oophoritis	MONDO_0001474	chronic salpingo-oophoritis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	N70.13	-	ICD10 N70.13 chronic salpingo-oophoritis	ICD10 N70.13: chronic salpingo-oophoritis	MONDO_0001474	chronic salpingo-oophoritis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	N80.03	-	ICD10 N80.03 adenomyosis	ICD10 N80.03: adenomyosis	MONDO_0010888	adenomyosis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	N81.5	-	ICD10 N81.5 enterocele	ICD10 N81.5: enterocele	EFO_0020006	enterocele	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	O01.0	-	ICD10 O01.0 complete hydatidiform mole	ICD10 O01.0: complete hydatidiform mole	MONDO_0016785	complete hydatidiform mole	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	O48.0	-	ICD10 O48.0 post term pregnancy	ICD10 O48.0: post term pregnancy	EFO_0009681	post term pregnancy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	O48.1	-	ICD10 O48.1 post term pregnancy	ICD10 O48.1: post term pregnancy	EFO_0009681	post term pregnancy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	O70	-	ICD10 O70 perineal laceration during delivery	ICD10 O70: perineal laceration during delivery	EFO_0009816	perineal laceration during delivery	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	P91.6	-	ICD10 P91.6 perinatal asphyxia	ICD10 P91.6: perinatal asphyxia	MONDO_0006663	perinatal asphyxia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	P91.60	-	ICD10 P91.60 perinatal asphyxia	ICD10 P91.60: perinatal asphyxia	MONDO_0006663	perinatal asphyxia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	P91.61	-	ICD10 P91.61 perinatal asphyxia	ICD10 P91.61: perinatal asphyxia	MONDO_0006663	perinatal asphyxia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	P91.62	-	ICD10 P91.62 perinatal asphyxia	ICD10 P91.62: perinatal asphyxia	MONDO_0006663	perinatal asphyxia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	P91.63	-	ICD10 P91.63 perinatal asphyxia	ICD10 P91.63: perinatal asphyxia	MONDO_0006663	perinatal asphyxia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q03.1	-	ICD10 Q03.1 Dandy-Walker syndrome	ICD10 Q03.1: Dandy-Walker syndrome	MONDO_0009072	Dandy-Walker syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q10.0	-	ICD10 Q10.0 ptosis, hereditary congenital, 1	ICD10 Q10.0: ptosis, hereditary congenital, 1	MONDO_0008340	ptosis, hereditary congenital, 1	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q21.21	-	ICD10 Q21.21 atrial septal defect, ostium primum type	ICD10 Q21.21: atrial septal defect, ostium primum type	MONDO_0020437	atrial septal defect, ostium primum type	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q21.23	-	ICD10 Q21.23 complete atrioventricular canal	ICD10 Q21.23: complete atrioventricular canal	MONDO_0015273	complete atrioventricular canal	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q38.2	-	ICD10 Q38.2 macroglossia	ICD10 Q38.2: macroglossia	MONDO_0015496	macroglossia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q44.71	-	ICD10 Q44.71 Alagille syndrome	ICD10 Q44.71: Alagille syndrome	MONDO_0007318	Alagille syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q61.5	-	ICD10 Q61.5 nephronophthisis	ICD10 Q61.5: nephronophthisis	MONDO_0019005	nephronophthisis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q75.1	-	ICD10 Q75.1 Crouzon syndrome	ICD10 Q75.1: Crouzon syndrome	MONDO_0007405	Crouzon syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q79.2	-	ICD10 Q79.2 omphalocele	ICD10 Q79.2: omphalocele	MONDO_0019015	omphalocele	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q85.83	-	ICD10 Q85.83 von Hippel-Lindau disease	ICD10 Q85.83: von Hippel-Lindau disease	MONDO_0008667	von Hippel-Lindau disease	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q87.85	-	ICD10 Q87.85 cardiac anomalies - developmental delay - facial dysmorphism syndrome	ICD10 Q87.85: cardiac anomalies - developmental delay - facial dysmorphism syndrome	MONDO_0014773	cardiac anomalies - developmental delay - facial dysmorphism syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q87.86	-	ICD10 Q87.86 Kleefstra syndrome	ICD10 Q87.86: Kleefstra syndrome	MONDO_0012455	Kleefstra syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q89.81	-	ICD10 Q89.81 Kabuki syndrome	ICD10 Q89.81: Kabuki syndrome	MONDO_0016512	Kabuki syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q99.81	-	ICD10 Q99.81 Usher syndrome	ICD10 Q99.81: Usher syndrome	MONDO_0019501	Usher syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Q99.811	-	ICD10 Q99.811 Usher syndrome type 1	ICD10 Q99.811: Usher syndrome type 1	MONDO_0010168	Usher syndrome type 1	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	R04.0	-	ICD10 R04.0 epistaxis	ICD10 R04.0: epistaxis	EFO_0003895	epistaxis	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	R09.01	-	ICD10 R09.01 asphyxia	ICD10 R09.01: asphyxia	EFO_0009446	asphyxia	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	R14.3	-	ICD10 R14.3 flatulence	ICD10 R14.3: flatulence	EFO_0009669	flatulence	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	R30.0	-	ICD10 R30.0 dysuria	ICD10 R30.0: dysuria	EFO_0003901	dysuria	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	R47.02	-	ICD10 R47.02 specific language disorder	ICD10 R47.02: specific language disorder	MONDO_0016226	specific language disorder	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	R73.03	-	ICD10 R73.03 prediabetes syndrome	ICD10 R73.03: prediabetes syndrome	MONDO_0006920	prediabetes syndrome	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	R94.31	-	ICD10 R94.31 electrocardiography	ICD10 R94.31: electrocardiography	EFO_0004327	electrocardiography	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S06.0	-	ICD10 S06.0 concussion	ICD10 S06.0: concussion	EFO_0011023	concussion	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S06.0X	-	ICD10 S06.0X concussion	ICD10 S06.0X: concussion	EFO_0011023	concussion	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.500	-	ICD10 S36.500 right	ICD10 S36.500: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.500A	-	ICD10 S36.500A right	ICD10 S36.500A: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.500D	-	ICD10 S36.500D right	ICD10 S36.500D: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.500S	-	ICD10 S36.500S right	ICD10 S36.500S: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.502	-	ICD10 S36.502 left	ICD10 S36.502: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.502A	-	ICD10 S36.502A left	ICD10 S36.502A: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.502D	-	ICD10 S36.502D left	ICD10 S36.502D: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.502S	-	ICD10 S36.502S left	ICD10 S36.502S: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.510	-	ICD10 S36.510 right	ICD10 S36.510: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.510A	-	ICD10 S36.510A right	ICD10 S36.510A: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.510D	-	ICD10 S36.510D right	ICD10 S36.510D: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.510S	-	ICD10 S36.510S right	ICD10 S36.510S: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.512	-	ICD10 S36.512 left	ICD10 S36.512: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.512A	-	ICD10 S36.512A left	ICD10 S36.512A: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.512D	-	ICD10 S36.512D left	ICD10 S36.512D: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.512S	-	ICD10 S36.512S left	ICD10 S36.512S: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.520	-	ICD10 S36.520 right	ICD10 S36.520: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.520A	-	ICD10 S36.520A right	ICD10 S36.520A: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.520D	-	ICD10 S36.520D right	ICD10 S36.520D: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.520S	-	ICD10 S36.520S right	ICD10 S36.520S: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.522	-	ICD10 S36.522 left	ICD10 S36.522: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.522A	-	ICD10 S36.522A left	ICD10 S36.522A: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.522D	-	ICD10 S36.522D left	ICD10 S36.522D: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.522S	-	ICD10 S36.522S left	ICD10 S36.522S: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.530	-	ICD10 S36.530 right	ICD10 S36.530: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.530A	-	ICD10 S36.530A right	ICD10 S36.530A: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.530D	-	ICD10 S36.530D right	ICD10 S36.530D: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.530S	-	ICD10 S36.530S right	ICD10 S36.530S: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.532	-	ICD10 S36.532 left	ICD10 S36.532: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.532A	-	ICD10 S36.532A left	ICD10 S36.532A: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.532D	-	ICD10 S36.532D left	ICD10 S36.532D: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.532S	-	ICD10 S36.532S left	ICD10 S36.532S: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.590	-	ICD10 S36.590 right	ICD10 S36.590: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.590A	-	ICD10 S36.590A right	ICD10 S36.590A: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.590D	-	ICD10 S36.590D right	ICD10 S36.590D: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.590S	-	ICD10 S36.590S right	ICD10 S36.590S: right	EFO_0001659	right	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.592	-	ICD10 S36.592 left	ICD10 S36.592: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.592A	-	ICD10 S36.592A left	ICD10 S36.592A: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.592D	-	ICD10 S36.592D left	ICD10 S36.592D: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	S36.592S	-	ICD10 S36.592S left	ICD10 S36.592S: left	EFO_0001658	left	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	T73.0	-	ICD10 T73.0 starvation	ICD10 T73.0: starvation	EFO_0022074	starvation	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	T78.41	-	ICD10 T78.41 arthus reaction	ICD10 T78.41: arthus reaction	MONDO_0006660	arthus reaction	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Y36.23	-	ICD10 Y36.23 congenital diarrhea 5 with tufting enteropathy	ICD10 Y36.23: congenital diarrhea 5 with tufting enteropathy	MONDO_0013184	congenital diarrhea 5 with tufting enteropathy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Y36.230	-	ICD10 Y36.230 congenital diarrhea 5 with tufting enteropathy	ICD10 Y36.230: congenital diarrhea 5 with tufting enteropathy	MONDO_0013184	congenital diarrhea 5 with tufting enteropathy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Y36.230A	-	ICD10 Y36.230A congenital diarrhea 5 with tufting enteropathy	ICD10 Y36.230A: congenital diarrhea 5 with tufting enteropathy	MONDO_0013184	congenital diarrhea 5 with tufting enteropathy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Y36.230D	-	ICD10 Y36.230D congenital diarrhea 5 with tufting enteropathy	ICD10 Y36.230D: congenital diarrhea 5 with tufting enteropathy	MONDO_0013184	congenital diarrhea 5 with tufting enteropathy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Y36.230S	-	ICD10 Y36.230S congenital diarrhea 5 with tufting enteropathy	ICD10 Y36.230S: congenital diarrhea 5 with tufting enteropathy	MONDO_0013184	congenital diarrhea 5 with tufting enteropathy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
-	Y36.231	-	ICD10 Y36.231 congenital diarrhea 5 with tufting enteropathy	ICD10 Y36.231: congenital diarrhea 5 with tufting enteropathy	MONDO_0013184	congenital diarrhea 5 with tufting enteropathy	ICD10Supplement_v1	-	review_required	icd10_supplement_icd10_alias_exact	icd10_supplement_icd10_alias_exact		yes	icd10_supplement_cache_generated
